BuildingGUID,GUID,IfcClass,Nl-sfb,Material,TaskID,Resource,TaskName,TaskStart,TaskFinish,Element on time or not
2CKEPCy9T9zQMKorZoDrni,1cfhfDdTvDH8qFAC6Dpp2n,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#387703),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2EFNP4fDX0_u78sxUjPG3W,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#390687),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2APtnCzGzEBeOA01U7wFWx,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#391814),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,09s01CenbBzxALDO$nx2zt,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#392010),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2FeZDGIbv5PgV4OnbT2mYz,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#392201),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3toHJz2g9Dzh5bzpWXWLv_,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#392397),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3bPSJysDPE3BCn4KxdTlt9,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#392588),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0GvSecT8PCSvgOPO9q2uS0,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#392779),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1GO5i84Rz8AQheS9xaLv$F,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#392975),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1Qwie65KHAqwWjKTQbuKWJ,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#399447),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1QEAYVDCz4gBYfY4UzJdmF,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#399683),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1xc2fbVMfEJwkJXkGsbgkk,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#399879),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0n6skjZOf3rx_6OTOG5Sze,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#400120),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3cw_ixDb1AqPK2dIGBPj3v,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#400315),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2Sb1ZwHcH8lQJjEOWzsdV8,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#413983),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1DxBchAUvD4PUx6FxLOA79,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#415400),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2FbmpLR9XEZPcjg6_Mjw0h,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#417304),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1Af6b3HT1B8e27_eiSWOT2,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#417527),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3EWpAk2WX9Z83S5gF$iZ25,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#418797),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1ShqME3LH1oPocGoM$r0BY,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#422537),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2KFCGz1nP61vuYA$97JRgX,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#429421),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0SjcxeFJT5TOzA0AP7$YGn,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#429612),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3GL3bwn_5Buxh9bAxSKinj,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#429803),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3j_d8riMHFqBtcrqiREU3h,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#429999),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2ze9I9zUz0zxMhz24i3xDh,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#430195),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0N6bbug3j5M8ddO7wgjQ7y,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#431482),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2vY8QK25P0NP8C8a1CtXl3,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#434261),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2XZ8oOe2vAagLq6TF5n0oi,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#434474),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2ptXJSG$zCJA9CN6RFvsRN,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#434737),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2xblKVOK17ovGGg7t_xy9m,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#434928),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1iI60pyqj9XxpXKu9Aar1w,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#437732),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3kQsOqxlDDPgYrHPj9Myqc,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#437937),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1JsfMCIv51ahE4zLXA6GZj,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#438133),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,28SQWhjHH0$e6AEivM3oqH,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#438396),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3rB1QCZG51ZxRFu92qp7gs,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#438605),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2MYsr4up103AH5JhE8J2Pw,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#473138),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,11juUFTqn1BvBH1nlZc_dZ,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#474832),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2GKF8L6oT3KvGo4lGKwX3q,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#475264),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3JmASI_z93Ugd7v1MN9J_i,IfcCovering,4110_buitenwandafwerkingen,"IFC_HSB_184_wandelement_Rc=3,67",ST01060,gevelisolatie_(#481065),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0VtrL_QTT0xPo9uY84zr0I,IfcCovering,4110_buitenwandafwerkingen,"IFC_HSB_184_wandelement_Rc=3,67",ST01060,gevelisolatie_(#481311),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0kCyCUhqbEGQsGQn3wN9WZ,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#485040),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3grLLoNwLFSRf8I40VPDcs,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#485231),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3KZHmQtgP4zRlp8Tf0iyQj,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#485663),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3lUiu9HOTC9h_2BwdX4CVN,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#485854),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1NGpHzdqXCWhs71uuOtaSk,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#486425),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2ZXjWWQy9EwQRx1W9aUkGz,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#486616),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1tTapMJkH1nRtFHgWgzqBw,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#486812),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2ynAyIhAn6qBrN6gBD8TqV,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#487003),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,10N6TnnrbFxel7Gm1GLz7B,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#497528),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1h_skjd_96o9z2xpXLO5a7,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#599595),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,24$8uEXp90fOBkj5c_CO99,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#599785),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3Pl_ZwQkzBNgpZrMh4LYJU,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#602310),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,001o5TqMvANhp3GwslDnKF,IfcCovering,4110_buitenwandafwerkingen,"IFC_HSB_184_wandelement_Rc=3,67",ST01060,gevelisolatie_(#607539),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0C6ozaXt18zQvcK555HqYd,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#609972),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0auCS3Y2f2Pf3arLeptjuW,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#610472),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3mVVCkzLXD1BYPwifevvy5,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#624509),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3NPsOU7PDDIOVW7AroOwhL,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#624699),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1X1VYF2yb4gu1Q_2Shpdbx,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#624889),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0HJH8uQ_1EvALkdIiK7ZRU,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#625079),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3dFHJhDQ10Q9RSfHK$YhGg,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#625278),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3azBA$7gXAhRhut1qPfI46,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#625469),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1w3Ix3PDL60eyf5MPCaIiM,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#625660),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0hxErwwGD1IgfPUTpt_YFZ,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#625854),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1IAalOcdrC2gcNxJ3hxGTi,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#626049),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1EvSFj$XT1muHGTfnX3muY,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#626244),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0dfMv5yZrD7wAQ0sYYy_AL,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#626439),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1wdYoNsqXByB7G4Gr3_fEW,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#626630),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3sWKAdj0L3quFVxHiOPJb0,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#626821),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0uh5DvU6rEyPXNRSeLQCtd,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#627011),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2bmkQE4dT7tfuMwMKPpSMp,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#627208),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0z9mRaPFzFmOlRwk7ZjAhJ,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#627398),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2u75eMzrn3ffkHJzGyr8sT,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#627588),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3sdvtBXaj7f94TI_Us0qiQ,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#627787),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2wMOImDAD7AAcr61$rsv2t,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#627978),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1zrU5SfyLAjfiHLSgzdu$K,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#634121),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1SNvJMLVL1hwchNHsKOPf9,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#634311),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2CIj4$1Kv0jQgH7YXY2YQT,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#634527),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,11UZdmN$P7Vxf4eVNCRG$W,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#634937),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2vqHW5Qi93a9kNfhVdHi22,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#635127),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3koZ27axXFzQvW$ENWLZtV,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#635318),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0$US$t_Tb2UBivNAlKowEV,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#636965),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0J7sQ9MO13hQcKghm2OKKD,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#639998),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0ZKP7kp499kO5vDBqLnciq,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#643000),Metselwerk,9-7-2015,21-7-2015,Too late
2CKEPCy9T9zQMKorZoDrni,1JZCp8DJD2Au$Fnj1_hGg6,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#643199),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2xW71HA1L0gBwGWUpEIK1K,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#643448),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0l_o8cY5n2yeZUdUXnUOJR,IfcCovering,4110_buitenwandafwerkingen,"IFC_HSB_184_wandelement_Rc=3,67",ST01060,gevelisolatie_(#643698),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2O1LpgiVfAN9DfWPF87qP1,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#646270),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1jo7J9wFrCDO$zvtzcozhK,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#646460),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1S9Fkoo0j4k9IifkGVL2TZ,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#648507),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2OBkJTFKDD9h_4t$MaViGh,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#648908),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1mi$E1VJPEdAJuVVsYiDqe,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#649098),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3CLLK6DyHCF9L$QMzVxJiM,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#649289),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1h7G5tYXL8jRnBhO$6GDpX,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#649718),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3L1oqz7lnBgAbuQUNiqIO$,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#650765),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3BMzOQBODBX8Mh0UVDhA55,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#650955),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1jpTWWZTDA6QFl3jj0$k6a,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#651780),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2hG3FcIAv9NPOLMMpvftH1,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#653401),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0EQOjr5hb6w8lSyND6HZPK,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#653836),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3DeHIcNVX1MxkaFNY77wmW,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#655452),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3KQlPnVdrAmuZXnGKvXrJD,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#655642),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1m1sBy9vD9ZuoV4zoEyt2D,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#656470),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3l1hxW7Fb6HwZgz$HbeLOt,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#656661),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1sDmyoEv99oOdOxdYk_meG,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#656852),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,1C8xFYHWvEd91ma3tFs1I6,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#657047),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2ea1n2L4v5UwSdGQ31KBqW,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#657242),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,2TKsHAjtP1UQJnDE9DJG7Y,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#657433),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0OhhaL5t1EXAAfK8EJIHVP,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#657623),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,05Z7a928DBsRI1sOWFLUFs,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01060,gevelisolatie_(#657814),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0zyUt7Op92ohmvaFcxHw_H,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#658005),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,3SXjiq_mj5HRWNw4pATINu,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#658195),Metselwerk,9-7-2015,21-7-2015,On time
2CKEPCy9T9zQMKorZoDrni,0z4Tz9aUnCSwKXthISIuCk,IfcCovering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01060,gevelisolatie_(#658390),Metselwerk,9-7-2015,21-7-2015,On time
