BuildingGUID,GUID,ifcClass,Nl-sfb,Material,Task,Resource,TaskName,TaskStart,TaskFinish
2CKEPCy9T9zQMKorZoDrni,0_zU$U73T9xhz96kqOkHSe,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST01260,merk K_(#793981),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3WqXbVSMf3IONoPr1S$VjD,Covering,4210_binnenwandafwerkingen,IFC_wandtegels_250x200,ST01260,wandtegelwerk_(#307460),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2Ew_JkzNHFKR2ZmaVEHBMC,Covering,4320_vloerafwerkingen - niet verhoogd_vloertegelwerk,IFC_vloertegels_200x200,ST01260,vloertegelwerk_(#773253),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1R2esXTU1CHOFX9dxcwrV$,Covering,4110_buitenwandafwerkingen,99 Brandwering,ST01260,zinkwerk_(#479031),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3wZntAmJrBogfOHW7yl57s,Door,2210_binnenwanden - niet constructief,205 ongewapend beton,ST01260,D2L_(#742836),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2qcnhgEXvFf8fQa_ijMsPI,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST01260,separatiewand_(#219957),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2aX2psslXB_8WIP6X5Qclt,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#1025590),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1KAxLNjXHEW9vvbvrFXmAL,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#424083),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1aXh7U1hX9QA9Lzjz0NE6v,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#1029321),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3Pf_f6gDX7FBdEvr3XKvtX,Pipe Segment,5210_afvoeren - regenwater,04 Zink,ST01260,hwa afvoer_(#448855),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2YZ16pK6LD5wXQd4yxmhvR,,,,ST01260,(#1011624),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,16m3R6VlX8Jf_U5EOhneGC,Slab,4320_vloerafwerkingen - niet verhoogd_dekvloer,IFC_dekvloer,ST01260,dekvloer_(#251238),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,36luv8eiv6T8p4FqtPI9Cy,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#79303),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,16FVmRsQb85vEIXQ_DW6Lp,Beam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST01260,liftputwand_(#478),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0NbY8DobvCZfLNa8gokHwc,,,,ST01260,(#807851),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1fs4pCLHn7RxUUI3dd5FZZ,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST01260,separatiewand_(#299130),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2c_YmX2a5Aq91B6H13rWOS,Wall,2110_buitenwanden - niet constructief HOOG,IFC_baksteen_roodbruin_100mm_staand,ST01260,buitenblad_(#60047),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3BMzOQBODBX8Mh0UVDhA55,Covering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01260,gevelisolatie_(#650955),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0_drwVPRL7SOL3NsieV7Sz,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST01260,stelkozijn_(#398589),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,35oWQYCm92oegd_0DMgz35,Slab,4320_vloerafwerkingen - niet verhoogd_dekvloer,IFC_dekvloer,ST01260,dekvloer_(#250506),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1KdxcZ8ov18QIAxDoHJjXY,Beam,3120_buitenwandopeningen - _lateien,IFC_Vebo_staallatei_L150B,ST01260,staallatei ??_(#298891),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1biP3TZlb6sfdqAXNKl4Zc,Covering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01260,gevelisolatie_(#322015),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3c_5zKZLj8hOsbf7eeZxCQ,Slab,2320_vloeren - constructief,"IFC_vloer_geisoleerde_kanaalplaat_Rc=3,00",ST01260,vloer_V0_(#36969),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0K0gRd1$5FYvOc0blFmEya,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#396236),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2_h9juv2PD1hCVEkmVDTBL,Wall,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST01260,binnenwand_(#785834),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0pHnM2r7zEexalAwHIm9Bt,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST01260,merk B1-R_(#170176),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2ovGvtN3n7pgZFTlYFRvQg,Covering,4110_buitenwandafwerkingen,99 Brandwering,ST01260,zinkwerk_(#714568),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2O09s1CPX5GR4lx$acabJc,Column,2810_hoofddraagconstructies - liggers_staal,033 - constructief staal,ST01260,"K152,4/12,5_(#42541)",Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3PRH1OwbD2chUo7o49jTv5,Covering,4110_buitenwandafwerkingen,04 Zink,ST01260,zinkwerk_(#467729),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1myuwR15v7MwxCOhfZSAzQ,Door,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST01260,merk E5-R_(#968920),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2SBJuBgCn4AQqFCEQV71Uc,Wall,2110_buitenwanden - niet constructief HOOG,IFC_baksteen_roodbruin_100mm_staand,ST01260,buitenblad_(#60485),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2eik7czRH4pQAnjptigYNB,Covering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01260,gevelisolatie_(#690451),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2$JdFRWsbBIP3FjyBuGbvq,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#344152),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2_ee9r$6LClh4Ml_ZciuP6,Covering,4720_dakafwerkingen - bekledingen,01 plaatmateriaal - multiplex,ST01260,kantafwerking_(#890940),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2QNQCg9RPF_uQws6jyDcQf,Railing,3410_balustrades en leuningen - balustrades,05 Staal - RAL 7016,ST01260,afscheiding_(#853538),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2CSUZzHm99gvDOyLowsxdX,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#1027046),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0KcwMNdojE9BTTatRkUPKy,Slab,4320_vloerafwerkingen - niet verhoogd_dekvloer,IFC_dekvloer_zwevend,ST01260,dekvloer_(#556346),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0vYGh$SuL1LuTluoT_w$kF,Door,2210_binnenwanden - niet constructief,205 ongewapend beton,ST01260,D2R_(#577520),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,26Nn2i4Uz1ou9Cm2_O6idc,Wall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST01260,buitenblad_(#190778),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1$RyfS6V19r8vOeWD2pkpn,Covering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01260,gevelisolatie_(#140159),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2iU6N1i053PRakTVZAG4DX,Covering,4110_buitenwandafwerkingen_spekbanden_waterslagen_afdekkers,IFC_Vebo_spekband_SB 60/70x150,ST01260,afdekker_(#169141),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3hMx_hmGLC1f_YoPoAVXz7,Beam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_370x315,ST01260,fund_opstort_(#10431),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2$9LlY1EH6S9jkcdCUi7z1,Covering,4210_binnenwandafwerkingen,IFC_wandtegels_250x200,ST01260,wandtegelwerk_(#304528),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1mbjnpt0P4EwksF__iiijr,Slab,2320_vloeren - constructief,"IFC_vloer_geisoleerde_kanaalplaat_Rc=3,00",ST01260,vloer_V0_(#38349),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1BHzCMtjjBC8asZ9T0VrsS,Wall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST01260,buitenblad_(#364057),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1S9u7TJub329QG1A2tCN21,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#1026409),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0PQig9OETE7QwMmL2lzZvM,Railing,3410_balustrades en leuningen - balustrades,05 Staal - RAL 7016,ST01260,doorvalregel_(#848165),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2HY4RG2Hj0IeGdzF2VRt0j,,,,ST01260,(#805847),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,01_RjRM4v2DAIiEwPBMhgT,Wall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_staand,ST01260,buitenblad_(#397232),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3$wJ1ptbv94glApzsnkoDQ,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST01260,separatiewand_(#547627),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1GO5i84Rz8AQheS9xaLv$F,Covering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01260,gevelisolatie_(#392975),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2kYHgvyszBMfe1Xhb7WnWC,Wall,2110_buitenwanden - niet constructief,"IFC_HSB_155_wandelement_Rc=3,67",ST01260,HSB-element_(#130364),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3gnRFSx2jCKejA_1APkTHw,Covering,4210_binnenwandafwerkingen,IFC_wandtegels_250x200,ST01260,wandtegelwerk_(#774003),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3LkFEXG0fAH8PJkanLTzRG,Wall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_liggend,ST01260,buitenblad_(#91255),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3cCOiqxGvAxesww1jbde5M,Covering,4210_binnenwandafwerkingen,IFC_wandtegels_250x200,ST01260,wandtegelwerk_(#303579),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1rmRocx450O8YTBo$ntP$e,Pipe Segment,5210_afvoeren - regenwater,04 Zink,ST01260,hwa afvoer_(#600884),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0gIZfNnWjENgXejTC7$h27,,,,ST01260,(#702878),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2RZCg53Cj7D8pWvZ4YbcD4,Wall,2120_buitenwanden - constructief,IFC_kalkzandsteen_175mm,ST01260,binnenblad_(#28635),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3jImn1cJ1E9vzlfCg$kH2k,Covering,4110_buitenwandafwerkingen_spekbanden_waterslagen_afdekkers,IFC_Vebo_spekband_SB 60/70x150,ST01260,afdekker_(#168513),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0R7OifwJHB0PDoY08868H6,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST01260,separatiewand_(#589953),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2pugBAXlr1W8YgfhQKA9s8,Covering,4110_buitenwandafwerkingen_spekbanden_waterslagen_afdekkers,IFC_Vebo afdekker AB 80/106x300,ST01260,afdekker_(#665749),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2NOvwxDPDEWwXOZ9KOu5kq,Covering,4320_vloerafwerkingen - niet verhoogd_afschotisolatie,99 Isolatie - PIR 120mm,ST01260,afschotisolatie_(#368056),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0B9C5YiT93$B4SVpnxA6gP,,,,ST01260,(#800976),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2IrOQBpMH1Au54WvTNJzko,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#341947),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1rkR56eY13FPTTYa4_tBHj,Wall,2110_buitenwanden - niet constructief HOOG,IFC_baksteen_roodbruin_100mm_staand,ST01260,buitenblad_(#364490),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1Mc$7nqE96p9yvD4aXnvof,Covering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01260,gevelisolatie_(#720799),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0XDsFuUEn0_wZIBkdtUY7l,Window,3720_dakopeningen - gevuld,01 Hout - dak,ST01260,dakkoepel 1000x_(#1019167),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1LfftulEL5WAQHDTo$XQ6h,Covering,4110_buitenwandafwerkingen,04 Zink,ST01260,zinkwerk_(#586708),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2EJN8xlV55uAKW2Bx8eBKw,,,,ST01260,(#493975),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0eVH670hH65Qip6r1kopAm,Wall,2710_daken - niet constructief_sporenkap,IFC_knieschot_ongeisoleerd,ST01260,knieschot_(#832970),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,05Z7a928DBsRI1sOWFLUFs,Covering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01260,gevelisolatie_(#657814),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0qC0BjM$LEihw9rhaU6soM,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#85242),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3K0ZfH$5P9$AY9tdZGvNY_,Beam,2810_hoofddraagconstructies - liggers_staal,033 - constructief staal,ST01260,staal halfspant_(#616505),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2_0CQY2In60w0KBejfP8ig,Wall,2710_daken - niet constructief,IFC_dakkapel_zijwang,ST01260,zijwang dakk_(#463624),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2GDMjCFcz0Ift$gJUtkQgE,Wall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST01260,binnenblad_(#31703),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2c6D4JDRH7PvnuSIWZawXA,Covering,4210_binnenwandafwerkingen,IFC_wandtegels_250x200,ST01260,wandtegelwerk+_(#304392),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2pPRRm1WD4bunTefjgFXe3,Slab,4320_vloerafwerkingen - niet verhoogd_dekvloer,IFC_dekvloer_zwevend,ST01260,dekvloer_(#546067),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0QWqHRnT5A9gUFfwWw1gqx,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#1027592),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1kpcBik_TAUwguG0pfqG$S,,,,ST01260,(#998364),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,26h3lF_TnFMxhMddwzXqDB,Wall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST01260,buitenblad_(#319183),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1ahDDH0TbCyBbhhknDlSS3,Slab,2320_vloeren - constructief,"IFC_vloer_geisoleerde_kanaalplaat_Rc=3,00",ST01260,vloer_V0_(#37797),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2_KAmB$JbBc8f9puZ0mA$z,Door,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST01260,stelkozijn_(#143294),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2oa8JTt6v0luNNwiqsbecI,Covering,4110_buitenwandafwerkingen,04 Zink,ST01260,zinkwerk_(#469173),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,21MsPvw5P8VAF5cToU5KQb,Wall,2220_binnenwanden - constructief,IFC_kalkzandsteen_300mm,ST01260,binnenwand_(#583559),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,18Fq9tXj1BqfwBSwkhBL9E,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#108866),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3TNOY4gIv78wIoJDhbIbt_,Covering,4110_buitenwandafwerkingen,99 Brandwering,ST01260,zinkwerk_(#478793),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2HXF9P0T98TPz_mCDmVMBa,Covering,4210_binnenwandafwerkingen,IFC_wandtegels_250x200,ST01260,wandtegelwerk_(#303742),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3e6C6o_AH1rODEFqk7DJ$n,Covering,4110_buitenwandafwerkingen_spekbanden_waterslagen_afdekkers,IFC_Roval_waterslag_ type_Elegance_15gr/168,ST01260,waterslag_(#198055),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2r36KpN6z5Yvkd6nZ3NvOF,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#79462),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3rauAPp7j8Nw6oa94yi1gA,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST01260,separatiewand_(#259111),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3OZerwuyj5HOFBw_h9ie2C,Covering,4110_buitenwandafwerkingen,99 Brandwering,ST01260,zinkwerk_(#489251),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3h3rm8a1H8UArxBi_BZ7RP,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#161629),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1qkBDfSur35w0iyDXljLrD,Covering,4320_vloerafwerkingen - niet verhoogd_vloertegelwerk,IFC_vloertegels_200x200,ST01260,vloertegelwerk_(#981325),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1cHbmhl7r50vWkvBHrEoNe,Slab,2320_vloeren - constructief,IFC_breedplaat_schil_60mm,ST01260,dakvloer_(#991286),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1bZOp7EYv1LPmsDGrxk0Df,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#85907),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1Mf8LrlnDF0xbzfYfBIyj6,Beam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x315,ST01260,fund_opstort_(#2967),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2zhOMDrU9EN8NwQ7Oa5cXY,Wall,2710_daken - niet constructief,IFC_dakkapel_zijwang,ST01260,zijwang dakk_(#461411),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3eu01_wIL0LPTymtHeMDmL,Covering,4210_binnenwandafwerkingen,IFC_wandtegels_250x200,ST01260,wandtegelwerk_(#308564),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2rHICjc8j76uLlPDt9k0C4,Covering,4210_binnenwandafwerkingen,IFC_wandtegels_250x200,ST01260,wandtegelwerk_(#306971),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0vTawmiu5BABIgCN8TJOZt,Slab,4320_vloerafwerkingen - niet verhoogd_dekvloer,IFC_dekvloer,ST01260,dekvloer_(#221165),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3GQbn3RLT7AR7GWCGsipbZ,Beam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x965,ST01260,liftputwand_(#5207),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2je0Pq0hv8zv4f7rHg6dYb,Wall,2110_buitenwanden - niet constructief HOOG,IFC_baksteen_roodbruin_100mm_staand,ST01260,buitenblad_(#397445),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1IB8kYBAvESxAWXwIJ_2w0,Slab,2320_vloeren - constructief,IFC_breedplaat_betonvloer_ihw_290mm,ST01260,vloerveld_(#781879),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1o64nvFor3vwWFp$EblRZG,Wall,2710_daken - niet constructief,"IFC_knieschot_geisoleerd_Rc=4,00",ST01260,knieschot_(#460822),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0utt4cc4XArAKF7sRfXHle,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#356985),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,13Na4CuNv5Zeo9RmivQKd3,,,,ST01260,(#995081),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3DidM0BvXC8A0EOxsKrNC7,Column,2810_hoofddraagconstructies - liggers_staal,033 - constructief staal,ST01260,K80/80/4_(#383266),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0KmuK853f2WOrUV_GwRnMt,Wall,2110_buitenwanden - niet constructief,IFC_HSB_155_wandelement_ongeisoleerd_multiplex,ST01260,HSB-element_(#358264),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3N_v6bLk90ohUiekjvwfUg,Covering,4110_buitenwandafwerkingen,IFC_plastica_gevelbekleding_10mm,ST01260,buitenblad_(#732219),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0XtV5c5B12uQ_tsrF8eAw1,Wall,2710_daken - niet constructief_sporenkap,IFC_knieschot_ongeisoleerd,ST01260,knieschot_(#876108),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0O0iZ_Nqj89eqfJxywmDAi,Covering,4110_buitenwandafwerkingen,99 Brandwering,ST01260,zinkwerk_(#488223),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1fk2d9IlnApQMJt01kg$ta,,,,ST01260,(#806151),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2NK0rfdAjDlx6YaZ4e2hHS,Covering,4210_binnenwandafwerkingen,IFC_wandtegels_250x200,ST01260,wandtegelwerk_(#591885),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0TM1c83ij8PRfEL_ahiPNo,Railing,3410_balustrades en leuningen - balustrades,05 Staal - RAL 7016,ST01260,afscheiding_(#451361),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1Eanj7fPf8KAse8uo66F_P,,,,ST01260,(#998615),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2RRsAyX6DCC9p6hnzBN$jr,Wall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST01260,binnenblad_(#606089),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,08XtAm3$vDWgi_7y6ulIPC,Wall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_liggend,ST01260,buitenblad_(#57894),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3cxZu884rDF8t6ZLyoajZU,Covering,4720_dakafwerkingen - bekledingen,01 plaatmateriaal - multiplex,ST01260,kantafwerking_(#383125),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1y6ZFrU6HDDOn4EJWX4AMx,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST01260,separatiewand_(#210395),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,13$R02K5bDZg19hg5xEbN_,Covering,4110_buitenwandafwerkingen_spekbanden_waterslagen_afdekkers,IFC_Vebo_spekband_SB 60/70x150,ST01260,afdekker_(#148443),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1D9NVksfDCKhbLCCTWCze4,Covering,4710_dakafwerkingen - afwerkingen,IFC_zinken_afdekker_laagbouw,ST01260,zinkwerk_(#740117),Afbouw,7-9-2015,31-12-2015
